ResultId,Drivers points,Qualifying position,Result_Race-1,Total gained/lost positions,Index DNF/Driver,Average Lost laps
23853.0,4.0,17.0,18.0,2.0,1.6666666666666663,0.0
23854.0,3.6666666666666665,15.0,10.0,-10.0,0.6666666666666666,0.0
23855.0,13.333333333333334,3.0,2.0,9.0,0.6666666666666666,0.0
23856.0,0.0,20.0,17.0,-14.0,1.6666666666666663,0.3333333333333333
23857.0,6.0,5.0,5.0,-6.0,1.3333333333333333,0.0
23858.0,12.333333333333334,4.0,1.0,-7.0,2.6666666666666665,0.0
23859.0,7.333333333333333,9.0,6.0,2.0,2.333333333333333,0.0
23860.0,0.3333333333333333,7.0,11.0,1.0,1.6666666666666663,0.3333333333333333
23861.0,0.0,12.0,15.0,3.0,1.0,0.3333333333333333
23862.0,17.5,1.0,1.0,6.0,0.2857142857142857,0.0
23863.0,10.0,2.0,14.0,-2.0,0.5714285714285714,0.0
23864.0,4.5,5.0,16.0,-17.0,1.1428571428571428,0.0
23865.0,16.5,3.0,4.0,-8.0,0.2857142857142857,0.0
23866.0,9.25,6.0,17.0,-20.0,2.2857142857142856,0.0
23867.0,2.75,7.0,13.0,-8.0,0.5714285714285714,0.0
23868.0,3.25,9.0,5.0,2.0,0.5714285714285714,0.25
23869.0,7.0,8.0,7.0,22.0,1.7142857142857142,0.25
23870.0,3.75,15.0,3.0,-2.0,0.5714285714285714,0.25
23871.0,2.0,14.0,6.0,19.0,1.7142857142857142,0.25
23872.0,1.0,19.0,8.0,11.0,0.5714285714285714,0.25
23873.0,0.25,20.0,10.0,-1.0,1.7142857142857142,0.5
23874.0,0.5,17.0,11.0,17.0,1.1428571428571428,0.25
23875.0,0.0,18.0,20.0,-6.0,0.8571428571428571,0.25
23876.0,2.0,11.0,9.0,16.0,0.5714285714285714,0.25
23877.0,0.25,13.0,19.0,-11.0,1.4285714285714284,0.25
23878.0,12.0,4.0,2.0,-14.0,1.1428571428571428,0.0
23879.0,0.0,10.0,15.0,-9.0,1.4285714285714284,0.25
23880.0,3.0,12.0,12.0,7.0,1.4285714285714284,0.0
23881.0,5.5,16.0,18.0,-2.0,2.0,0.0
23882.0,9.4,1.0,5.0,-19.0,1.1428571428571428,0.0
23883.0,15.6,2.0,4.0,-9.0,0.1428571428571428,0.0
23884.0,19.0,3.0,1.0,6.0,0.1428571428571428,0.0
23885.0,9.6,4.0,17.0,-27.0,0.5714285714285714,0.0
23886.0,11.6,5.0,2.0,-2.0,0.2857142857142857,0.0
23887.0,0.2,6.0,16.0,-14.0,0.7142857142857142,0.2
23888.0,2.4,10.0,19.0,0.0,0.7142857142857142,0.0
23889.0,4.4,11.0,20.0,-6.0,1.0,0.0
23890.0,6.6,20.0,3.0,-15.0,0.5714285714285714,0.0
23891.0,3.8,8.0,7.0,4.0,0.2857142857142857,0.4
23892.0,0.4,17.0,13.0,21.0,0.5714285714285714,0.6
23893.0,3.4,9.0,9.0,4.0,0.2857142857142857,0.6
23894.0,3.8,19.0,6.0,-7.0,0.2857142857142857,0.2
23895.0,1.6,12.0,15.0,12.0,0.2857142857142857,0.2
23896.0,0.0,15.0,18.0,-17.0,0.7142857142857142,0.2
23897.0,0.0,13.0,14.0,-1.0,0.4285714285714285,0.8
23898.0,0.8,18.0,11.0,18.0,0.2857142857142857,0.6
23899.0,1.8,14.0,10.0,23.0,0.8571428571428571,0.6
23900.0,0.2,16.0,12.0,7.0,0.8571428571428571,0.8
23901.0,6.4,7.0,8.0,22.0,0.8571428571428571,0.4
23902.0,16.0,1.0,2.0,-9.0,0.1428571428571428,0.0
23903.0,11.333333333333334,2.0,5.0,-2.0,0.2857142857142857,0.0
23904.0,5.833333333333333,3.0,9.0,-4.0,0.5714285714285714,0.0
23905.0,12.0,6.0,1.0,-19.0,1.1428571428571428,0.0
23906.0,18.33333333333333,4.0,3.0,6.0,0.1428571428571428,0.0
23907.0,10.0,5.0,4.0,-27.0,0.5714285714285714,0.0
23908.0,4.333333333333333,7.0,8.0,-3.0,1.0,0.0
23909.0,3.333333333333333,9.0,10.0,2.0,0.2857142857142857,0.3333333333333333
23910.0,1.5,8.0,6.0,-14.0,0.7142857142857142,0.1666666666666666
23911.0,1.5,13.0,18.0,19.0,0.8571428571428571,0.5
23912.0,3.0,16.0,7.0,3.0,0.7142857142857142,0.0
23913.0,0.0,20.0,15.0,-14.0,0.7142857142857142,0.3333333333333333
23914.0,3.1666666666666665,11.0,13.0,-1.0,0.2857142857142857,0.1666666666666666
23915.0,2.833333333333333,10.0,12.0,1.0,0.2857142857142857,0.5
23916.0,0.3333333333333333,19.0,11.0,26.0,0.5714285714285714,0.5
23917.0,1.3333333333333333,15.0,14.0,10.0,0.2857142857142857,0.3333333333333333
23918.0,0.0,18.0,16.0,-4.0,0.4285714285714285,0.8333333333333334
23919.0,5.333333333333333,14.0,20.0,9.0,0.8571428571428571,0.3333333333333333
23920.0,0.1666666666666666,12.0,19.0,3.0,0.8571428571428571,0.6666666666666666
23921.0,0.6666666666666666,17.0,17.0,18.0,0.2857142857142857,0.8333333333333334
23922.0,17.142857142857142,1.0,5.0,5.0,0.1428571428571428,0.0
23923.0,7.142857142857143,4.0,3.0,-4.0,0.5714285714285714,0.0
23924.0,9.714285714285714,6.0,6.0,-28.0,0.5714285714285714,0.0
23925.0,12.0,5.0,4.0,-17.0,1.1428571428571428,0.0
23926.0,17.285714285714285,3.0,1.0,-9.0,0.1428571428571428,0.0
23927.0,2.7142857142857144,9.0,13.0,-3.0,0.2857142857142857,0.2857142857142857
23928.0,12.285714285714286,2.0,2.0,-2.0,0.2857142857142857,0.0
23929.0,3.4285714285714284,7.0,8.0,3.0,0.2857142857142857,0.4285714285714285
23930.0,4.571428571428571,12.0,7.0,-3.0,1.0,0.1428571428571428
23931.0,1.4285714285714286,8.0,10.0,22.0,0.8571428571428571,0.5714285714285714
23932.0,0.0,10.0,12.0,-6.0,0.7142857142857142,0.4285714285714285
23933.0,1.1428571428571428,18.0,16.0,9.0,0.2857142857142857,0.5714285714285714
23934.0,0.2857142857142857,15.0,15.0,30.0,0.5714285714285714,0.7142857142857143
23935.0,0.1428571428571428,17.0,19.0,-4.0,0.8571428571428571,0.5714285714285714
23936.0,0.0,19.0,17.0,-3.0,0.4285714285714285,1.0
23937.0,4.571428571428571,16.0,18.0,5.0,0.8571428571428571,0.2857142857142857
23938.0,0.5714285714285714,20.0,20.0,15.0,0.2857142857142857,0.7142857142857143
23939.0,2.4285714285714284,13.0,14.0,-3.0,0.2857142857142857,0.5714285714285714
23940.0,1.5714285714285714,11.0,9.0,-15.0,0.7142857142857142,0.2857142857142857
23941.0,2.571428571428572,14.0,11.0,8.0,0.7142857142857142,0.1428571428571428
23942.0,8.5,5.0,2.0,-2.0,0.9523809523809524,0.0
23943.0,10.375,4.0,3.0,-25.0,0.9523809523809524,0.0
23944.0,16.375,3.0,5.0,-11.0,0.238095238095238,0.0
23945.0,0.0,6.0,11.0,-7.0,1.1904761904761905,0.5
23946.0,3.375,8.0,6.0,0.0,0.4761904761904761,0.25
23947.0,1.375,11.0,19.0,-23.0,1.1904761904761905,0.25
23948.0,2.125,17.0,18.0,-8.0,0.4761904761904761,0.5
23949.0,4.0,14.0,16.0,5.0,1.4285714285714284,0.25
23950.0,1.375,13.0,10.0,20.0,1.4285714285714284,0.5
23951.0,0.25,20.0,13.0,32.0,0.9523809523809524,0.75
23952.0,2.25,12.0,20.0,2.0,1.1904761904761905,0.125
23953.0,3.5,9.0,8.0,2.0,0.4761904761904761,0.375
23954.0,0.0,18.0,15.0,0.0,0.7142857142857142,1.0
23955.0,0.5,15.0,17.0,17.0,0.4761904761904761,0.625
23956.0,1.0,16.0,12.0,14.0,0.4761904761904761,0.625
23957.0,18.125,2.0,1.0,5.0,0.238095238095238,0.0
23958.0,0.125,19.0,14.0,2.0,1.4285714285714284,0.625
23959.0,12.0,7.0,4.0,-16.0,1.9047619047619049,0.0
23960.0,11.5,1.0,7.0,-7.0,0.4761904761904761,0.0
23961.0,4.25,10.0,9.0,0.0,1.6666666666666663,0.125
23962.0,16.22222222222222,2.0,3.0,-8.0,0.2857142857142857,0.0
23963.0,16.11111111111111,1.0,16.0,-9.0,0.2857142857142857,0.0
23964.0,11.22222222222222,3.0,2.0,-24.0,1.1428571428571428,0.0
23965.0,10.22222222222222,4.0,19.0,-25.0,0.5714285714285714,0.0
23966.0,10.666666666666666,6.0,18.0,-27.0,2.2857142857142856,0.0
23967.0,3.7777777777777777,11.0,20.0,-10.0,2.0,0.1111111111111111
23968.0,2.111111111111111,10.0,6.0,-18.0,1.4285714285714284,0.3333333333333333
23969.0,4.0,13.0,8.0,10.0,1.7142857142857142,0.3333333333333333
23970.0,4.111111111111111,7.0,5.0,3.0,0.5714285714285714,0.3333333333333333
23971.0,2.555555555555556,12.0,7.0,1.0,0.5714285714285714,0.5555555555555556
23972.0,0.8888888888888888,17.0,15.0,14.0,0.5714285714285714,0.5555555555555556
23973.0,0.4444444444444444,19.0,14.0,17.0,0.5714285714285714,0.7777777777777778
23974.0,2.0,14.0,11.0,3.0,1.4285714285714284,0.2222222222222222
23975.0,0.0,18.0,13.0,4.0,0.8571428571428571,1.1111111111111112
23977.0,10.333333333333334,5.0,1.0,1.0,1.1428571428571428,0.0
23978.0,1.3333333333333333,8.0,4.0,-6.0,1.4285714285714284,0.5555555555555556
23979.0,3.111111111111111,16.0,12.0,-1.0,0.5714285714285714,0.4444444444444444
23980.0,0.3333333333333333,15.0,10.0,42.0,1.1428571428571428,0.7777777777777778
23981.0,1.4444444444444444,9.0,9.0,29.0,1.7142857142857142,0.5555555555555556
23982.0,0.1111111111111111,20.0,17.0,4.0,1.7142857142857142,0.5555555555555556
23983.0,16.3,14.0,2.0,-10.0,0.1904761904761904,0.0
23984.0,10.4,2.0,4.0,-25.0,0.3809523809523809,0.0
23985.0,11.6,3.0,3.0,-24.0,0.7619047619047619,0.0
23986.0,9.3,4.0,15.0,-9.0,0.7619047619047619,0.0
23987.0,4.2,7.0,6.0,-5.0,1.3333333333333333,0.1
23988.0,1.2,6.0,16.0,-14.0,0.9523809523809524,0.5
23989.0,2.4,10.0,10.0,3.0,0.3809523809523809,0.5
23990.0,2.5,16.0,7.0,-15.0,0.9523809523809524,0.3
23991.0,0.3,13.0,18.0,39.0,0.7619047619047619,0.7
23992.0,0.1,18.0,20.0,5.0,1.1428571428571428,0.5
23993.0,3.9,5.0,9.0,1.0,0.3809523809523809,0.3
23994.0,2.8,8.0,17.0,-2.0,0.3809523809523809,0.4
23995.0,0.8,20.0,11.0,20.0,0.3809523809523809,0.5
23996.0,1.8,17.0,13.0,4.0,0.9523809523809524,0.2
23997.0,1.3,9.0,19.0,19.0,1.1428571428571428,0.5
23998.0,4.0,11.0,8.0,15.0,1.1428571428571428,0.3
23999.0,0.4,19.0,12.0,24.0,0.3809523809523809,0.7
24000.0,17.1,1.0,1.0,-7.0,0.1904761904761904,0.0
24001.0,0.0,12.0,14.0,8.0,0.5714285714285714,1.0
24002.0,10.6,15.0,5.0,-26.0,1.5238095238095235,0.0
24003.0,17.09090909090909,1.0,1.0,3.0,0.1428571428571428,0.0
24004.0,15.545454545454543,4.0,18.0,-24.0,0.1428571428571428,0.0
24005.0,11.909090909090908,3.0,3.0,-24.0,0.5714285714285714,0.0
24006.0,9.636363636363637,12.0,20.0,-26.0,1.1428571428571428,0.0
24007.0,11.090909090909092,2.0,2.0,-25.0,0.2857142857142857,0.0
24008.0,1.6363636363636365,6.0,14.0,6.0,0.7142857142857142,0.2727272727272727
24009.0,3.5454545454545454,9.0,11.0,-5.0,0.2857142857142857,0.2727272727272727
24010.0,3.636363636363636,11.0,16.0,10.0,0.8571428571428571,0.2727272727272727
24011.0,2.5454545454545454,5.0,12.0,-6.0,0.2857142857142857,0.3636363636363636
24012.0,1.818181818181818,10.0,6.0,-14.0,0.7142857142857142,0.4545454545454545
24013.0,0.1818181818181818,8.0,10.0,12.0,0.8571428571428571,0.4545454545454545
24014.0,4.727272727272728,13.0,5.0,-3.0,1.0,0.0909090909090909
24015.0,2.636363636363636,18.0,8.0,-8.0,0.7142857142857142,0.2727272727272727
24016.0,2.727272727272727,19.0,7.0,6.0,0.2857142857142857,0.4545454545454545
24017.0,0.4545454545454545,14.0,9.0,43.0,0.5714285714285714,0.6363636363636364
24018.0,0.0,20.0,19.0,1.0,0.4285714285714285,0.9090909090909092
24019.0,0.3636363636363636,15.0,17.0,25.0,0.2857142857142857,0.6363636363636364
24020.0,0.7272727272727273,16.0,13.0,26.0,0.2857142857142857,0.4545454545454545
24021.0,9.545454545454543,7.0,4.0,-9.0,0.5714285714285714,0.0
24022.0,1.181818181818182,17.0,15.0,13.0,0.8571428571428571,0.5454545454545454
24023.0,15.75,2.0,2.0,-22.0,0.238095238095238,0.0
24024.0,17.75,1.0,1.0,3.0,0.238095238095238,0.0
24025.0,8.75,7.0,19.0,-21.0,0.9523809523809524,0.0
24026.0,11.0,10.0,5.0,-28.0,0.4761904761904761,0.0
24027.0,2.5,4.0,14.0,11.0,0.4761904761904761,0.5
24028.0,2.4166666666666665,3.0,13.0,-3.0,1.1904761904761905,0.3333333333333333
24029.0,1.75,5.0,10.0,-14.0,1.1904761904761905,0.5
24030.0,3.75,9.0,7.0,-3.0,0.4761904761904761,0.3333333333333333
24031.0,2.1666666666666665,11.0,6.0,6.0,1.1904761904761905,0.25
24032.0,0.4166666666666667,14.0,15.0,42.0,0.9523809523809524,0.75
24033.0,2.5,16.0,9.0,-10.0,0.4761904761904761,0.4166666666666667
24034.0,0.0,18.0,16.0,5.0,0.7142857142857142,1.0
24035.0,0.3333333333333333,19.0,17.0,23.0,0.4761904761904761,0.75
24036.0,0.1666666666666666,12.0,11.0,9.0,1.4285714285714284,0.5
24037.0,0.6666666666666666,20.0,18.0,24.0,0.4761904761904761,0.4166666666666667
24038.0,9.833333333333334,8.0,4.0,-18.0,1.9047619047619049,0.0
24039.0,12.166666666666666,6.0,3.0,-24.0,0.9523809523809524,0.0
24040.0,1.0833333333333333,13.0,20.0,10.0,1.4285714285714284,0.5
24041.0,3.6666666666666665,17.0,8.0,13.0,1.4285714285714284,0.3333333333333333
24042.0,4.333333333333333,15.0,12.0,-2.0,1.6666666666666663,0.1666666666666666
24043.0,17.76923076923077,3.0,2.0,2.0,0.1428571428571428,0.0
24044.0,11.23076923076923,1.0,17.0,-35.0,0.5714285714285714,0.0
24045.0,11.076923076923077,4.0,4.0,-13.0,0.2857142857142857,0.0
24046.0,16.46153846153846,2.0,1.0,-21.0,0.1428571428571428,0.0
24047.0,9.23076923076923,5.0,3.0,-17.0,0.5714285714285714,0.0
24048.0,2.8461538461538463,8.0,6.0,-6.0,0.7142857142857142,0.3076923076923077
24049.0,3.076923076923077,16.0,5.0,10.0,0.2857142857142857,0.4615384615384615
24050.0,2.3076923076923075,7.0,11.0,-7.0,0.2857142857142857,0.4615384615384615
24051.0,0.3076923076923077,10.0,13.0,27.0,0.2857142857142857,0.7692307692307693
24052.0,0.0,12.0,12.0,9.0,0.4285714285714285,1.0
24053.0,1.0,17.0,18.0,4.0,0.8571428571428571,0.4615384615384615
24054.0,0.6153846153846154,20.0,15.0,27.0,0.2857142857142857,0.4615384615384615
24055.0,4.0,14.0,20.0,-2.0,1.0,0.1538461538461538
24056.0,2.1538461538461537,9.0,9.0,7.0,0.7142857142857142,0.2307692307692307
24057.0,0.4615384615384615,19.0,10.0,45.0,0.5714285714285714,0.7692307692307693
24058.0,3.769230769230769,11.0,8.0,-2.0,0.2857142857142857,0.3076923076923077
24059.0,9.076923076923077,15.0,16.0,-26.0,1.1428571428571428,0.0
24060.0,3.3846153846153846,13.0,19.0,9.0,0.8571428571428571,0.3076923076923077
24061.0,0.1538461538461538,18.0,14.0,6.0,0.8571428571428571,0.5384615384615384
24062.0,2.076923076923077,6.0,7.0,-16.0,0.7142857142857142,0.4615384615384615
24063.0,18.285714285714285,1.0,1.0,4.0,0.0476190476190476,0.0
24064.0,9.285714285714286,2.0,5.0,-17.0,0.1904761904761904,0.0
24065.0,16.142857142857142,3.0,4.0,-23.0,0.0476190476190476,0.0
24066.0,11.357142857142858,4.0,3.0,-12.0,0.0952380952380952,0.0
24067.0,11.714285714285714,5.0,2.0,-36.0,0.1904761904761904,0.0
24068.0,8.428571428571429,6.0,17.0,-24.0,0.3809523809523809,0.0
24069.0,3.142857142857143,11.0,18.0,4.0,0.2857142857142857,0.2857142857142857
24070.0,2.4285714285714284,12.0,8.0,-8.0,0.0952380952380952,0.4285714285714285
24071.0,0.9285714285714286,13.0,11.0,8.0,0.2857142857142857,0.5
24072.0,3.7142857142857135,10.0,13.0,5.0,0.3333333333333333,0.2142857142857142
24073.0,0.4285714285714285,14.0,15.0,48.0,0.1904761904761904,0.7857142857142857
24074.0,0.5714285714285714,18.0,12.0,32.0,0.0952380952380952,0.5
24075.0,2.0,15.0,14.0,2.0,0.238095238095238,0.2857142857142857
24076.0,0.4285714285714285,20.0,9.0,28.0,0.0952380952380952,0.7857142857142857
24077.0,1.9285714285714288,8.0,20.0,-30.0,0.238095238095238,0.4285714285714285
24078.0,3.2857142857142856,7.0,7.0,17.0,0.0952380952380952,0.4285714285714285
24079.0,0.1428571428571428,17.0,19.0,3.0,0.2857142857142857,0.5
24080.0,3.5,16.0,16.0,-7.0,0.0952380952380952,0.3571428571428571
24081.0,0.0714285714285714,19.0,10.0,11.0,0.1428571428571428,1.0
24082.0,3.2142857142857144,9.0,6.0,-4.0,0.238095238095238,0.2857142857142857
24083.0,18.73333333333333,2.0,1.0,4.0,0.0952380952380952,0.0
24084.0,11.4,1.0,4.0,-12.0,0.1904761904761904,0.0
24085.0,16.066666666666666,3.0,3.0,-23.0,0.0952380952380952,0.0
24086.0,11.6,4.0,5.0,-36.0,0.3809523809523809,0.0
24087.0,9.866666666666667,11.0,2.0,-17.0,0.3809523809523809,0.0
24088.0,8.4,12.0,6.0,-24.0,0.7619047619047619,0.0
24089.0,1.0,7.0,9.0,12.0,0.5714285714285714,0.5333333333333333
24090.0,3.2666666666666666,5.0,18.0,-9.0,0.1904761904761904,0.4666666666666667
24091.0,3.0,6.0,20.0,-15.0,0.4761904761904761,0.2666666666666666
24092.0,3.066666666666667,8.0,16.0,8.0,0.1904761904761904,0.4666666666666667
24093.0,1.8,9.0,15.0,-37.0,0.4761904761904761,0.4666666666666667
24094.0,3.533333333333333,15.0,10.0,5.0,0.6666666666666666,0.2666666666666666
24095.0,0.4,10.0,11.0,51.0,0.3809523809523809,0.8
24096.0,3.333333333333333,17.0,7.0,8.0,0.5714285714285714,0.2666666666666666
24097.0,0.4,20.0,14.0,34.0,0.1904761904761904,0.8
24098.0,0.5333333333333333,19.0,12.0,38.0,0.1904761904761904,0.5333333333333333
24099.0,2.533333333333333,14.0,8.0,-4.0,0.1904761904761904,0.4666666666666667
24100.0,0.0666666666666666,18.0,19.0,11.0,0.2857142857142857,1.0666666666666669
24101.0,1.8666666666666667,13.0,13.0,4.0,0.4761904761904761,0.3333333333333333
24102.0,0.1333333333333333,16.0,17.0,3.0,0.5714285714285714,0.5333333333333333
24103.0,19.125,1.0,1.0,5.0,0.1428571428571428,0.0
24104.0,11.8125,2.0,2.0,-13.0,0.2857142857142857,0.0
24105.0,9.875,3.0,5.0,-3.0,0.5714285714285714,0.0
24106.0,8.375,15.0,6.0,-12.0,1.1428571428571428,0.0
24107.0,11.625,4.0,4.0,-36.0,0.5714285714285714,0.0
24108.0,16.0,9.0,3.0,-23.0,0.1428571428571428,0.0
24109.0,2.9375,10.0,10.0,6.0,0.2857142857142857,0.5
24110.0,1.6875,5.0,11.0,-39.0,0.7142857142857142,0.5
24111.0,2.9375,8.0,9.0,-18.0,0.7142857142857142,0.3125
24112.0,2.375,13.0,17.0,-10.0,0.2857142857142857,0.5625
24113.0,1.75,7.0,19.0,2.0,0.7142857142857142,0.3125
24114.0,0.375,20.0,13.0,48.0,0.5714285714285714,0.8125
24115.0,0.125,6.0,20.0,3.0,0.8571428571428571,0.5
24116.0,3.125,18.0,14.0,10.0,0.8571428571428571,0.3125
24117.0,0.5,19.0,16.0,37.0,0.2857142857142857,0.625
24118.0,0.0625,17.0,18.0,6.0,0.4285714285714285,1.125
24119.0,0.375,14.0,15.0,33.0,0.2857142857142857,0.8125
24120.0,1.3125,11.0,7.0,12.0,0.8571428571428571,0.5
24121.0,3.3125,16.0,12.0,5.0,1.0,0.3125
24122.0,3.3125,12.0,8.0,-12.0,0.2857142857142857,0.5
24123.0,11.529411764705882,3.0,5.0,-37.0,0.7619047619047619,0.0
24124.0,10.176470588235292,15.0,3.0,-3.0,0.7619047619047619,0.0
24125.0,19.47058823529412,1.0,1.0,5.0,0.1904761904761904,0.0
24126.0,15.529411764705882,2.0,6.0,-21.0,0.1904761904761904,0.0
24127.0,12.176470588235292,4.0,2.0,-13.0,0.3809523809523809,0.0
24128.0,3.117647058823529,7.0,19.0,2.0,1.3333333333333333,0.2941176470588235
24129.0,2.294117647058824,11.0,10.0,-7.0,0.3809523809523809,0.5882352941176471
24130.0,3.117647058823529,10.0,7.0,8.0,0.3809523809523809,0.4705882352941176
24131.0,0.1176470588235294,14.0,13.0,-4.0,1.1428571428571428,0.5294117647058824
24132.0,0.3529411764705882,19.0,12.0,56.0,0.7619047619047619,0.8235294117647058
24133.0,0.4705882352941176,20.0,15.0,41.0,0.3809523809523809,0.6470588235294118
24134.0,1.6470588235294117,13.0,11.0,-2.0,0.9523809523809524,0.3529411764705882
24135.0,0.0588235294117647,17.0,16.0,7.0,0.5714285714285714,1.1176470588235294
24136.0,0.3529411764705882,18.0,17.0,30.0,0.3809523809523809,0.8235294117647058
24137.0,1.2352941176470589,9.0,18.0,4.0,1.1428571428571428,0.4705882352941176
24138.0,8.588235294117647,5.0,4.0,-1.0,1.5238095238095235,0.0
24139.0,1.8235294117647056,8.0,8.0,-42.0,0.9523809523809524,0.4705882352941176
24140.0,2.9411764705882355,16.0,14.0,14.0,1.1428571428571428,0.3529411764705882
24141.0,2.8823529411764706,6.0,9.0,-16.0,0.9523809523809524,0.2941176470588235
24142.0,3.117647058823529,12.0,20.0,-20.0,0.3809523809523809,0.4705882352941176
24143.0,10.61111111111111,2.0,2.0,13.0,0.7619047619047619,0.0
24144.0,15.333333333333334,4.0,4.0,-20.0,0.1904761904761904,0.0
24145.0,12.27777777777778,6.0,1.0,-36.0,0.7619047619047619,0.0
24146.0,19.22222222222222,3.0,3.0,3.0,0.1904761904761904,0.0
24147.0,12.055555555555555,5.0,5.0,-15.0,0.3809523809523809,0.0
24148.0,3.388888888888889,7.0,6.0,3.0,1.3333333333333333,0.2777777777777778
24149.0,1.1666666666666667,9.0,15.0,-2.0,1.1428571428571428,0.4444444444444444
24150.0,0.4444444444444444,17.0,11.0,47.0,0.3809523809523809,0.6666666666666666
24151.0,0.3888888888888889,10.0,10.0,62.0,0.7619047619047619,0.8333333333333334
24152.0,1.5555555555555556,15.0,12.0,5.0,0.9523809523809524,0.3888888888888889
24153.0,2.7222222222222223,11.0,19.0,-29.0,0.9523809523809524,0.2777777777777778
24154.0,0.3333333333333333,19.0,14.0,31.0,0.3809523809523809,0.8888888888888888
24155.0,0.0555555555555555,20.0,13.0,8.0,0.5714285714285714,1.1111111111111112
24156.0,0.2222222222222222,14.0,9.0,7.0,1.1428571428571428,0.5555555555555556
24157.0,2.9444444444444446,18.0,20.0,-28.0,0.3809523809523809,0.4444444444444444
24158.0,1.7222222222222223,16.0,17.0,-51.0,0.9523809523809524,0.4444444444444444
24159.0,8.11111111111111,1.0,16.0,-13.0,1.5238095238095235,0.0
24160.0,3.1666666666666665,13.0,8.0,10.0,0.3809523809523809,0.4444444444444444
24161.0,2.5,8.0,7.0,-3.0,0.3809523809523809,0.5555555555555556
24162.0,2.7777777777777777,12.0,18.0,9.0,1.1428571428571428,0.3333333333333333
24163.0,18.84210526315789,1.0,4.0,2.0,0.0952380952380952,0.0
24164.0,11.36842105263158,5.0,1.0,14.0,0.3809523809523809,0.0
24165.0,12.421052631578949,4.0,3.0,-33.0,0.3809523809523809,0.0
24166.0,7.684210526315789,6.0,17.0,-29.0,0.7619047619047619,0.0
24167.0,11.947368421052632,3.0,5.0,-15.0,0.1904761904761904,0.0526315789473684
24168.0,15.473684210526317,2.0,2.0,-18.0,0.0952380952380952,0.0
24169.0,1.4210526315789471,8.0,7.0,0.0,0.5714285714285714,0.5263157894736842
24170.0,1.631578947368421,9.0,16.0,-49.0,0.4761904761904761,0.5789473684210527
24171.0,2.789473684210526,11.0,15.0,-27.0,0.1904761904761904,0.5263157894736842
24172.0,3.0,12.0,18.0,5.0,0.1904761904761904,0.4210526315789473
24173.0,0.2105263157894736,17.0,14.0,7.0,0.5714285714285714,0.631578947368421
24174.0,2.3684210526315788,16.0,19.0,-14.0,0.1904761904761904,0.5263157894736842
24175.0,1.5263157894736843,10.0,10.0,15.0,0.4761904761904761,0.4736842105263157
24176.0,0.631578947368421,20.0,8.0,54.0,0.1904761904761904,0.7368421052631579
24177.0,2.5789473684210527,13.0,11.0,-29.0,0.4761904761904761,0.3684210526315789
24178.0,0.0526315789473684,15.0,13.0,14.0,0.2857142857142857,1.1578947368421053
24179.0,2.631578947368421,18.0,20.0,1.0,0.5714285714285714,0.3157894736842105
24180.0,0.3157894736842105,19.0,12.0,36.0,0.1904761904761904,0.9473684210526316
24181.0,3.631578947368421,14.0,6.0,4.0,0.6666666666666666,0.3684210526315789
24182.0,0.4736842105263157,7.0,9.0,63.0,0.3809523809523809,0.8947368421052632
24183.0,19.15,1.0,1.0,2.0,0.238095238095238,0.0
24184.0,15.1,3.0,6.0,-22.0,0.238095238095238,0.0
24185.0,11.7,6.0,2.0,17.0,0.9523809523809524,0.0
24186.0,7.9,5.0,4.0,-22.0,1.9047619047619049,0.0
24187.0,11.85,2.0,5.0,-17.0,0.4761904761904761,0.05
24188.0,2.25,11.0,12.0,-11.0,0.4761904761904761,0.55
24189.0,1.65,8.0,7.0,0.0,1.4285714285714284,0.5
24190.0,2.9,14.0,10.0,7.0,0.4761904761904761,0.45
24191.0,1.75,7.0,8.0,-49.0,1.1904761904761905,0.55
24192.0,2.75,13.0,9.0,-26.0,0.4761904761904761,0.5
24193.0,2.5,15.0,17.0,1.0,1.4285714285714284,0.4
24194.0,0.2,16.0,11.0,12.0,1.4285714285714284,0.65
24195.0,0.3,20.0,18.0,37.0,0.4761904761904761,1.0
24196.0,0.6,18.0,14.0,60.0,0.4761904761904761,0.75
24197.0,0.05,19.0,16.0,12.0,0.7142857142857142,1.2
24198.0,1.45,17.0,13.0,11.0,1.1904761904761905,0.5
24199.0,2.45,9.0,15.0,-26.0,1.1904761904761905,0.4
24200.0,0.45,12.0,20.0,49.0,0.9523809523809524,0.85
24201.0,12.55,4.0,3.0,-32.0,0.9523809523809524,0.0
24202.0,3.45,10.0,19.0,-2.0,1.6666666666666663,0.35
24243.0,21.5,2.0,1.0,1.0,0.0,0.0
24244.0,22.0,1.0,2.0,3.0,0.1904761904761904,0.0
24245.0,11.0,3.0,5.0,-4.0,0.1904761904761904,0.0
24246.0,13.5,5.0,4.0,2.0,0.1904761904761904,0.0
24247.0,13.0,4.0,3.0,-2.0,0.1904761904761904,0.0
24248.0,2.0,6.0,8.0,11.0,0.0952380952380952,0.5
24249.0,0.0,7.0,18.0,-15.0,0.4761904761904761,0.0
24250.0,0.5,12.0,10.0,1.0,0.1904761904761904,0.5
24251.0,5.0,13.0,7.0,2.0,0.1904761904761904,0.5
24252.0,1.0,20.0,9.0,2.0,0.0952380952380952,0.5
24253.0,0.0,10.0,20.0,-21.0,0.5714285714285714,0.0
24254.0,1.0,16.0,14.0,11.0,0.1904761904761904,1.0
